DateTime_UTC|Price|Size|Exchange|Condition_Code
2018-08-29 13:30:00|146.75|100|ISLAND|  T |
2018-08-29 13:30:00|146.75|1|DRCTEDGE| F I|
2018-08-29 13:30:03|146.88|1|BATS|   I|
2018-08-29 13:30:10|146.87|39850|NYSE| O  |
2018-08-29 13:30:10|146.75|1|DRCTEDGE|   I|
2018-08-29 13:30:10|146.8|34|NYSE| F I|
2018-08-29 13:30:10|146.85|10|BATS|   I|
2018-08-29 13:30:10|146.85|10|ISLAND|   I|
2018-08-29 13:30:10|146.8|20|NYSE| F I|
2018-08-29 13:30:10|146.85|10|NYSE| F I|
2018-08-29 13:30:10|146.89|1|PSX|   I|
2018-08-29 13:30:10|146.8|10|NYSE| F I|
2018-08-29 13:30:10|146.88|4|ISLAND|   I|
2018-08-29 13:30:10|146.85|10|NYSE| F I|
2018-08-29 13:30:10|146.8|10|NYSE| F I|
2018-08-29 13:30:10|146.73|100|FINRA|    |
2018-08-29 13:30:10|146.9|1|FINRA|   I|
2018-08-29 13:30:10|146.73|100|FINRA|    |
2018-08-29 13:30:11|146.87|7|FINRA| 4 I|
2018-08-29 13:30:11|146.87|11|FINRA| 4 I|
2018-08-29 13:30:11|146.87|100|FINRA| 4 B|
2018-08-29 13:30:11|146.87|486|FINRA| 4 B|
2018-08-29 13:30:11|146.87|245|FINRA| 4 B|
2018-08-29 13:30:11|146.87|51|FINRA| 4 I|
2018-08-29 13:30:11|146.8899|140|FINRA|    |
2018-08-29 13:30:11|146.73|100|FINRA|    |
2018-08-29 13:30:11|146.87|98|FINRA| 4 I|
2018-08-29 13:30:12|146.81|200|BEX|    |
2018-08-29 13:30:12|146.731|6|FINRA|   I|
2018-08-29 13:30:14|146.86|1|ISLAND|   I|
2018-08-29 13:30:18|146.74|6|FINRA|   I|
2018-08-29 13:30:18|146.87|1|FINRA| 4 I|
2018-08-29 13:30:19|146.87|1|FINRA| 4 I|
2018-08-29 13:30:19|146.87|1|FINRA| 4 I|
2018-08-29 13:30:23|146.87|1|FINRA| 4 I|
2018-08-29 13:30:24|146.87|1|FINRA| 4 I|
2018-08-29 13:30:26|146.87|1|FINRA| 4 I|
2018-08-29 13:30:30|146.77|100|BEX|    |
2018-08-29 13:30:31|146.765|95|FINRA|   I|
2018-08-29 13:30:31|146.78|100|NYSE|    |
2018-08-29 13:30:31|146.78|5|ISLAND|   I|
2018-08-29 13:30:33|146.76|100|DRCTEDGE| F  |
2018-08-29 13:30:33|146.76|2|DRCTEDGE|   I|
2018-08-29 13:30:36|146.75|89|NYSE|   I|
2018-08-29 13:30:36|146.77|100|ISLAND|    |
2018-08-29 13:30:36|146.76|7|DRCTEDGE|   I|
2018-08-29 13:30:36|146.76|7|EDGEA|   I|
2018-08-29 13:30:36|146.76|7|BYX|   I|
2018-08-29 13:30:36|146.76|10|BATS|   I|
2018-08-29 13:30:36|146.76|100|ISLAND|    |
2018-08-29 13:30:36|146.76|10|ISLAND|   I|
2018-08-29 13:30:36|146.76|1|NYSE|   I|
2018-08-29 13:30:36|146.75|11|NYSE|   I|
2018-08-29 13:30:36|146.75|100|BATS|    |
2018-08-29 13:30:36|146.75|12|ISLAND|   I|
2018-08-29 13:30:36|146.75|18|ISLAND|   I|
2018-08-29 13:30:36|146.75|82|ISLAND|   I|
2018-08-29 13:30:49|146.75|100|ISLAND|    |
2018-08-29 13:30:50|146.73|64|NYSE|   I|
2018-08-29 13:30:50|146.73|36|DRCTEDGE|   I|
2018-08-29 13:30:50|146.73|64|DRCTEDGE|   I|
2018-08-29 13:30:50|146.73|100|ISLAND|    |
2018-08-29 13:30:50|146.73|100|ISLAND|    |
2018-08-29 13:30:50|146.71|4|ISLAND| F I|
2018-08-29 13:30:50|146.71|96|ISLAND|   I|
2018-08-29 13:30:50|146.76|36|FINRA|   I|
2018-08-29 13:30:50|146.76|100|FINRA|    |
2018-08-29 13:30:50|146.76|100|FINRA|    |
2018-08-29 13:30:50|146.76|64|FINRA|   I|
2018-08-29 13:30:50|146.7|100|ARCA|    |
2018-08-29 13:30:50|146.7|28|NYSE|   I|
2018-08-29 13:30:50|146.71|100|ISLAND|    |
2018-08-29 13:30:50|146.7|100|ISLAND|    |
2018-08-29 13:30:50|146.7|100|ISLAND|    |
2018-08-29 13:30:50|146.71|100|BYX|    |
2018-08-29 13:30:50|146.7|100|ISLAND|    |
2018-08-29 13:30:50|146.74|58|ARCA|   I|
2018-08-29 13:30:50|146.74|100|ISLAND|    |
2018-08-29 13:30:50|146.74|41|ISLAND|   I|
2018-08-29 13:30:50|146.715|100|BEX|    |
2018-08-29 13:30:50|146.74|1|ISLAND|   I|
2018-08-29 13:30:50|146.7|100|BYX|    |
2018-08-29 13:30:50|146.7|20|BATS|   I|
2018-08-29 13:30:50|146.7|100|EDGEA|    |
2018-08-29 13:30:50|146.7|100|DRCTEDGE|    |
2018-08-29 13:30:50|146.7|100|ISLAND|    |
2018-08-29 13:30:50|146.69|100|ISLAND|    |
2018-08-29 13:30:50|146.69|100|ISLAND|    |
2018-08-29 13:30:50|146.69|100|ISLAND|    |
2018-08-29 13:30:50|146.69|100|DRCTEDGE|    |
2018-08-29 13:30:50|146.69|100|EDGEA|    |
2018-08-29 13:30:50|146.69|20|BATS|   I|
2018-08-29 13:30:50|146.69|10|BATS|   I|
2018-08-29 13:30:50|146.71|90|BATS|   I|
2018-08-29 13:30:50|146.7|100|ISLAND| F  |
2018-08-29 13:30:50|146.7|100|ISLAND| F  |
2018-08-29 13:30:50|146.7|100|ISLAND|    |
2018-08-29 13:30:50|146.69|10|ISLAND|   I|
2018-08-29 13:30:50|146.7|90|ISLAND|   I|
2018-08-29 13:30:50|146.68|24|ISLAND|   I|
2018-08-29 13:30:50|146.71|10|BATS| F I|
2018-08-29 13:30:50|146.68|15|ISLAND|   I|
2018-08-29 13:30:50|146.69|61|ISLAND|   I|
2018-08-29 13:30:50|146.69|50|FINRA|   I|
2018-08-29 13:30:50|146.72|100|BEX|    |
2018-08-29 13:30:52|146.73|100|BYX|    |
2018-08-29 13:30:52|146.74|100|BATS|    |
2018-08-29 13:30:52|146.74|1|ISLAND|   I|
2018-08-29 13:30:52|146.74|99|ISLAND|   I|
2018-08-29 13:30:52|146.715|100|FINRA|    |
2018-08-29 13:30:52|146.74|42|ARCA|   I|
2018-08-29 13:30:52|146.74|158|ARCA|    |
2018-08-29 13:30:52|146.69|100|ARCA|    |
2018-08-29 13:30:52|146.69|100|BATS|    |
2018-08-29 13:30:53|146.71|100|BYX|    |
2018-08-29 13:30:53|146.72|100|BYX|    |
2018-08-29 13:30:53|146.72|100|ISLAND|    |
2018-08-29 13:30:54|146.729|1000|FINRA|    |
2018-08-29 13:30:55|146.67|100|BATS| F  |
2018-08-29 13:30:55|146.67|100|ISLAND| F  |
2018-08-29 13:30:55|146.65|1|NYSE| F I|
2018-08-29 13:30:55|146.69|2|BATS|   I|
2018-08-29 13:30:59|146.68|100|BYX|    |
2018-08-29 13:31:00|146.63|100|BYX| F  |
2018-08-29 13:31:00|146.63|100|BATS| F  |
2018-08-29 13:31:00|146.62|4|BYX|   I|
2018-08-29 13:31:00|146.62|100|BATS|    |
2018-08-29 13:31:01|146.6566|50|FINRA|   I|
2018-08-29 13:31:01|146.61|99|ISLAND| F I|
2018-08-29 13:31:03|146.6101|1|FINRA|   I|
2018-08-29 13:31:05|146.64|100|ISLAND|    |
2018-08-29 13:31:05|146.64|100|DRCTEDGE| F  |
2018-08-29 13:31:05|146.64|73|DRCTEDGE| F I|
2018-08-29 13:31:05|146.65|100|ISLAND| F  |
2018-08-29 13:31:05|146.65|64|BEX| F I|
2018-08-29 13:31:05|146.64|27|DRCTEDGE|   I|
2018-08-29 13:31:05|146.65|36|BEX|   I|
2018-08-29 13:31:05|146.65|100|BEX| F  |
2018-08-29 13:31:05|146.64|100|ISLAND|    |
2018-08-29 13:31:05|146.65|73|BEX| F I|
2018-08-29 13:31:05|146.65|27|BEX|   I|
2018-08-29 13:31:05|146.64|100|DRCTEDGE|    |
2018-08-29 13:31:05|146.63|100|ISLAND|    |
2018-08-29 13:31:05|146.64|100|BATS|    |
2018-08-29 13:31:05|146.65|100|BATS| F  |
2018-08-29 13:31:05|146.65|54|ISLAND|   I|
2018-08-29 13:31:05|146.65|46|ISLAND|   I|
2018-08-29 13:31:05|146.67|300|FINRA|    |
2018-08-29 13:31:07|146.64|100|BEX| F  |
2018-08-29 13:31:10|146.65|100|ARCA|    |
2018-08-29 13:31:10|146.65|100|BEX| F  |
2018-08-29 13:31:10|146.65|100|BATS| F  |
2018-08-29 13:31:10|146.65|4|BATS| F I|
2018-08-29 13:31:10|146.65|100|ISLAND|    |
2018-08-29 13:31:11|146.67|100|ARCA|    |
2018-08-29 13:31:11|146.67|100|BATS|    |
2018-08-29 13:31:11|146.67|100|ISLAND|    |
2018-08-29 13:31:11|146.67|100|ISLAND|    |
2018-08-29 13:31:13|146.7|100|ISLAND|    |
2018-08-29 13:31:13|146.7|100|ISLAND|    |
2018-08-29 13:31:13|146.7|100|BATS|    |
2018-08-29 13:31:13|146.71|100|NYSE|    |
2018-08-29 13:31:15|146.7|100|ISLAND| F  |
2018-08-29 13:31:15|146.7|1|ISLAND|   I|
2018-08-29 13:31:15|146.69|100|ISLAND|    |
2018-08-29 13:31:17|146.67|11|FINRA|   I|
2018-08-29 13:31:26|146.7231|75|FINRA|   I|
2018-08-29 13:31:30|146.7201|33|FINRA|   I|
2018-08-29 13:31:32|146.68|1|NYSE|   I|
2018-08-29 13:31:32|146.67|229|NYSE|    |
2018-08-29 13:31:32|146.67|100|ISLAND|    |
2018-08-29 13:31:32|146.67|10|ISLAND|   I|
2018-08-29 13:31:32|146.66|100|NYSE|    |
2018-08-29 13:31:34|146.7|100|FINRA|    |
2018-08-29 13:31:36|146.7|100|FINRA|    |
2018-08-29 13:31:37|146.67|100|BATS|    |
2018-08-29 13:31:37|146.68|10|NYSE| F I|
2018-08-29 13:31:37|146.66|10|BYX| F I|
2018-08-29 13:31:37|146.65|90|FINRA|   I|
2018-08-29 13:31:38|146.6725|21|FINRA|   I|
2018-08-29 13:31:40|146.7|100|BATS|    |
2018-08-29 13:31:40|146.71|99|ARCA|   I|
2018-08-29 13:31:40|146.71|1|ARCA|   I|
2018-08-29 13:31:42|146.67|5|FINRA|   I|
2018-08-29 13:31:42|146.73|1|FINRA|   I|
2018-08-29 13:31:43|146.73|100|BATS|    |
2018-08-29 13:31:43|146.74|100|BATS|    |
2018-08-29 13:31:43|146.74|55|NYSE|   I|
2018-08-29 13:31:43|146.74|100|ISLAND|    |
2018-08-29 13:31:43|146.74|100|ISLAND|    |
2018-08-29 13:31:43|146.74|100|ISLAND|    |
2018-08-29 13:31:43|146.75|300|NYSE| F  |
2018-08-29 13:31:43|146.75|100|ISLAND|    |
2018-08-29 13:31:43|146.75|100|ARCA| F  |
2018-08-29 13:31:43|146.74|100|BATS|    |
2018-08-29 13:31:43|146.74|100|ISLAND| F  |
2018-08-29 13:31:43|146.72|100|FINRA|    |
2018-08-29 13:31:43|146.76|100|BYX|    |
2018-08-29 13:31:43|146.77|4|BYX|   I|
2018-08-29 13:31:43|146.78|96|BYX|   I|
2018-08-29 13:31:44|146.73|100|ISLAND|    |
2018-08-29 13:31:56|146.76|1|DRCTEDGE|   I|
2018-08-29 13:31:56|146.77|49|FINRA|   I|
2018-08-29 13:32:05|146.71|100|NYSE| F  |
2018-08-29 13:32:05|146.71|4|NYSE|   I|
2018-08-29 13:32:05|146.71|100|BATS|    |
2018-08-29 13:32:05|146.71|100|ISLAND|    |
2018-08-29 13:32:05|146.64|100|NYSE| F  |
2018-08-29 13:32:05|146.62|19|NYSE| F I|
2018-08-29 13:32:05|146.64|100|BATS| F  |
2018-08-29 13:32:05|146.65|100|ISLAND| F  |
2018-08-29 13:32:05|146.64|100|ISLAND| F  |
2018-08-29 13:32:05|146.64|100|BEX| F  |
2018-08-29 13:32:05|146.63|3|ISLAND| F I|
2018-08-29 13:32:05|146.62|81|NYSE|   I|
2018-08-29 13:32:05|146.6|3|BATS|   I|
2018-08-29 13:32:05|146.6|95|NYSE| F I|
2018-08-29 13:32:05|146.6|10|ISLAND|   I|
2018-08-29 13:32:05|146.6|110|ISLAND| F  |
2018-08-29 13:32:05|146.63|10|ISLAND| F I|
2018-08-29 13:32:05|146.63|90|BATS| F I|
2018-08-29 13:32:05|146.64|10|BATS| F I|
2018-08-29 13:32:05|146.64|90|ISLAND| F I|
2018-08-29 13:32:05|146.64|10|ISLAND| F I|
2018-08-29 13:32:05|146.61|10|ISLAND|   I|
2018-08-29 13:32:05|146.61|10|BATS|   I|
2018-08-29 13:32:05|146.61|34|BATS|   I|
2018-08-29 13:32:05|146.61|100|BATS|    |
2018-08-29 13:32:05|146.61|1|BYX|   I|
2018-08-29 13:32:05|146.63|10|BYX| F I|
2018-08-29 13:32:05|146.61|90|BATS| F I|
2018-08-29 13:32:05|146.63|10|DRCTEDGE| F I|
2018-08-29 13:32:05|146.63|11|BATS| F I|
2018-08-29 13:32:05|146.63|80|BATS| F I|
2018-08-29 13:32:05|146.64|55|ISLAND| F I|
2018-08-29 13:32:05|146.62|10|EDGEA|   I|
2018-08-29 13:32:05|146.64|45|ISLAND| F I|
2018-08-29 13:32:05|146.63|10|BATS| F I|
2018-08-29 13:32:05|146.62|10|BYX|   I|
2018-08-29 13:32:05|146.62|10|DRCTEDGE|   I|
2018-08-29 13:32:05|146.62|10|EDGEA|   I|
2018-08-29 13:32:05|146.6|54|DRCTEDGE|   I|
2018-08-29 13:32:05|146.62|90|ISLAND|   I|
2018-08-29 13:32:05|146.62|10|ISLAND|   I|
2018-08-29 13:32:05|146.63|80|PSX| F I|
2018-08-29 13:32:05|146.63|6|PSX| F I|
2018-08-29 13:32:05|146.63|13|PSX| F I|
2018-08-29 13:32:05|146.63|3|ISLAND|   I|
2018-08-29 13:32:05|146.62|13|ARCA|   I|
2018-08-29 13:32:05|146.62|4|ARCA|   I|
2018-08-29 13:32:05|146.62|17|NYSE|   I|
2018-08-29 13:32:05|146.62|17|ISLAND|   I|
2018-08-29 13:32:05|146.63|100|BATS| F  |
2018-08-29 13:32:05|146.63|1|ISLAND|   I|
2018-08-29 13:32:05|146.63|30|ISLAND|   I|
2018-08-29 13:32:05|146.63|56|BATS|   I|
2018-08-29 13:32:05|146.64|10|ISLAND|   I|
2018-08-29 13:32:05|146.64|10|ISLAND|   I|
2018-08-29 13:32:05|146.64|10|ISLAND|   I|
2018-08-29 13:32:05|146.65|191|ISLAND|    |
2018-08-29 13:32:05|146.65|9|ISLAND|   I|
2018-08-29 13:32:05|146.63|10|FINRA|   I|
2018-08-29 13:32:05|146.65|10|ISLAND| F I|
2018-08-29 13:32:05|146.63|2|BYX|   I|
2018-08-29 13:32:05|146.63|18|BYX|   I|
2018-08-29 13:32:05|146.63|59|BYX|   I|
2018-08-29 13:32:05|146.64|100|BYX|    |
2018-08-29 13:32:12|146.6999|30|FINRA|   I|
2018-08-29 13:32:12|146.69|100|BYX|    |
2018-08-29 13:32:13|146.6636|19|FINRA|   I|
2018-08-29 13:32:14|146.7|100|BEX|    |
2018-08-29 13:32:14|146.67|70|BATS|   I|
2018-08-29 13:32:25|146.64|54|FINRA|   I|
2018-08-29 13:32:29|146.67|70|FINRA|   I|
2018-08-29 13:32:30|146.69|100|ARCA|    |
2018-08-29 13:32:30|146.7|100|ARCA|    |
2018-08-29 13:32:30|146.67|30|BATS|   I|
2018-08-29 13:32:30|146.7|70|BATS|   I|
2018-08-29 13:32:30|146.7|30|BATS|   I|
2018-08-29 13:32:30|146.69|48|ISLAND|   I|
2018-08-29 13:32:30|146.69|48|ISLAND|   I|
2018-08-29 13:32:30|146.69|4|ISLAND|   I|
2018-08-29 13:32:30|146.7|1|ISLAND|   I|
2018-08-29 13:32:30|146.7|43|ISLAND|   I|
2018-08-29 13:32:30|146.7|4|ISLAND|   I|
2018-08-29 13:32:30|146.7|100|BATS|    |
2018-08-29 13:32:30|146.65|100|FINRA|    |
2018-08-29 13:32:30|146.74|100|BATS|    |
2018-08-29 13:32:30|146.74|10|ISLAND|   I|
2018-08-29 13:32:30|146.74|190|ISLAND|    |
2018-08-29 13:32:30|146.74|10|ISLAND|   I|
2018-08-29 13:32:30|146.74|78|DRCTEDGE|   I|
2018-08-29 13:32:30|146.74|22|DRCTEDGE| F I|
2018-08-29 13:32:30|146.75|78|NYSE|   I|
2018-08-29 13:32:30|146.75|22|NYSE| F I|
2018-08-29 13:32:30|146.74|10|ISLAND|   I|
2018-08-29 13:32:33|146.76|100|ARCA|    |
2018-08-29 13:32:35|146.7602|15|FINRA|   I|
2018-08-29 13:32:40|146.7731|33|FINRA|   I|
2018-08-29 13:32:41|146.72|330|FINRA|    |
2018-08-29 13:32:43|146.7792|10|FINRA|   I|
2018-08-29 13:32:45|146.7201|99|FINRA|   I|
2018-08-29 13:32:48|146.78|1|FINRA|   I|
2018-08-29 13:32:49|146.75|350|FINRA|    |
2018-08-29 13:32:51|146.7437|6|FINRA|   I|
2018-08-29 13:32:52|146.7532|2|FINRA|   I|
2018-08-29 13:32:56|146.7206|50|FINRA|   I|
2018-08-29 13:32:58|146.7437|35|FINRA|   I|
2018-08-29 13:33:00|146.72|110|NYSE| F  |
2018-08-29 13:33:00|146.72|100|ISLAND| F  |
2018-08-29 13:33:00|146.72|90|NYSE|   I|
2018-08-29 13:33:00|146.72|10|BATS| F I|
2018-08-29 13:33:00|146.72|90|BATS| F I|
2018-08-29 13:33:00|146.71|75|NYSE| F I|
2018-08-29 13:33:00|146.71|10|NYSE| F I|
2018-08-29 13:33:00|146.71|10|NYSE| F I|
2018-08-29 13:33:00|146.71|5|NYSE| F I|
2018-08-29 13:33:00|146.7|100|ARCA|    |
2018-08-29 13:33:05|146.7399|10|FINRA|   I|
2018-08-29 13:33:13|146.76|1|FINRA|   I|
2018-08-29 13:33:15|146.739|200|FINRA|    |
2018-08-29 13:33:17|146.6801|17|FINRA|   I|
2018-08-29 13:33:28|146.7202|150|FINRA|    |
2018-08-29 13:33:29|146.68|34|BEX|   I|
2018-08-29 13:33:41|146.71|102|ISLAND|    |
2018-08-29 13:33:42|146.75|100|BEX|    |
2018-08-29 13:33:42|146.75|100|BEX|    |
2018-08-29 13:33:42|146.75|1|ISLAND|   I|
2018-08-29 13:33:42|146.75|100|DRCTEDGE|    |
2018-08-29 13:33:42|146.75|100|BATS|    |
2018-08-29 13:33:42|146.75|100|DRCTEDGE| F  |
2018-08-29 13:33:42|146.75|100|BATS| F  |
2018-08-29 13:33:42|146.76|100|BATS|    |
2018-08-29 13:33:42|146.78|1|NYSE| F I|
2018-08-29 13:33:42|146.78|85|NYSE| F I|
2018-08-29 13:33:42|146.78|14|NYSE|   I|
2018-08-29 13:33:42|146.79|100|FINRA|    |
2018-08-29 13:33:42|146.79|100|BATS|    |
2018-08-29 13:33:42|146.79|100|ISLAND|    |
2018-08-29 13:33:42|146.79|100|ISLAND|    |
2018-08-29 13:33:42|146.79|100|FINRA|    |
2018-08-29 13:33:42|146.77|10|BEX|   I|
2018-08-29 13:33:42|146.77|90|FINRA|   I|
2018-08-29 13:33:42|146.79|10|ISLAND|   I|
2018-08-29 13:33:42|146.79|90|BATS|   I|
2018-08-29 13:33:42|146.8|90|ISLAND|   I|
2018-08-29 13:33:42|146.8|10|ISLAND|   I|
2018-08-29 13:33:42|146.81|100|BEX|    |
2018-08-29 13:33:48|146.8216|68|FINRA|   I|
2018-08-29 13:33:49|146.84|1|ISLAND|   I|
2018-08-29 13:33:54|146.87|1|FINRA|   I|
2018-08-29 13:33:57|146.8509|200|FINRA|    |
2018-08-29 13:33:57|146.8699|8|FINRA|   I|
2018-08-29 13:33:59|146.87|100|BEX|    |
2018-08-29 13:33:59|146.86|1|ISLAND|   I|
2018-08-29 13:34:01|146.89|100|ARCA|    |
2018-08-29 13:34:01|146.89|13|ARCA|   I|
2018-08-29 13:34:02|146.89|100|BATS|    |
2018-08-29 13:34:02|146.89|100|BATS|    |
2018-08-29 13:34:02|146.88|2|ISLAND| F I|
2018-08-29 13:34:02|146.89|100|BATS|    |
2018-08-29 13:34:02|146.88|100|ISLAND|    |
2018-08-29 13:34:02|146.88|100|ISLAND|    |
2018-08-29 13:34:02|146.89|100|BATS|    |
2018-08-29 13:34:02|146.89|100|NYSE|    |
2018-08-29 13:34:02|146.89|100|DRCTEDGE|    |
2018-08-29 13:34:02|146.89|100|ISLAND|    |
2018-08-29 13:34:02|146.89|100|DRCTEDGE|    |
2018-08-29 13:34:02|146.89|100|FINRA|    |
2018-08-29 13:34:02|146.9|100|FINRA|    |
2018-08-29 13:34:02|146.9|188|NYSE|    |
2018-08-29 13:34:02|146.9|75|DRCTEDGE|   I|
2018-08-29 13:34:05|146.92|100|NYSE|    |
2018-08-29 13:34:05|146.92|100|DRCTEDGE|    |
2018-08-29 13:34:05|146.92|100|DRCTEDGE|    |
2018-08-29 13:34:09|146.91|9|BATS| F I|
2018-08-29 13:34:10|146.9035|5|FINRA|   I|
2018-08-29 13:34:14|146.91|5|ISLAND|   I|
2018-08-29 13:34:14|146.9107|3|FINRA|   I|
2018-08-29 13:34:15|146.91|50|ISLAND|   I|
2018-08-29 13:34:18|146.91|100|ARCA|    |
2018-08-29 13:34:18|146.9|100|ARCA| F  |
2018-08-29 13:34:18|146.9|100|BEX|    |
2018-08-29 13:34:18|146.9|100|NYSE| F  |
2018-08-29 13:34:18|146.91|45|ISLAND| F I|
2018-08-29 13:34:18|146.91|91|BATS| F I|
2018-08-29 13:34:18|146.9|100|ISLAND| F  |
2018-08-29 13:34:18|146.9|9|BATS| F I|
2018-08-29 13:34:18|146.9|155|ISLAND| F  |
2018-08-29 13:34:18|146.9|91|BATS| F I|
2018-08-29 13:34:18|146.9|45|ISLAND| F I|
2018-08-29 13:34:18|146.9|100|ARCA|    |
2018-08-29 13:34:18|146.91|100|FINRA|    |
2018-08-29 13:34:18|146.9|100|FINRA|    |
2018-08-29 13:34:18|146.88|2|NYSE|   I|
2018-08-29 13:34:20|146.8941|300|FINRA|    |
2018-08-29 13:34:26|146.8882|33|FINRA|   I|
2018-08-29 13:34:29|146.88|100|ARCA| F  |
2018-08-29 13:34:29|146.88|100|BATS| F  |
2018-08-29 13:34:29|146.88|100|ISLAND| F  |
2018-08-29 13:34:29|146.88|100|BATS|    |
2018-08-29 13:34:29|146.88|100|DRCTEDGE|    |
2018-08-29 13:34:29|146.88|100|DRCTEDGE|    |
2018-08-29 13:34:29|146.88|100|BATS|    |
2018-08-29 13:34:29|146.88|100|ISLAND|    |
2018-08-29 13:34:29|146.88|100|BATS|    |
2018-08-29 13:34:29|146.91|100|BEX|    |
2018-08-29 13:34:36|146.88|1|BATS|   I|
2018-08-29 13:34:37|146.92|100|ARCA|    |
2018-08-29 13:34:37|146.92|32|ISLAND|   I|
2018-08-29 13:34:37|146.92|100|ISLAND|    |
2018-08-29 13:34:37|146.92|1|ISLAND|   I|
2018-08-29 13:34:37|146.92|13|ISLAND|   I|
2018-08-29 13:34:37|146.92|100|PSX|    |
2018-08-29 13:34:37|146.92|74|DRCTEDGE|   I|
2018-08-29 13:34:37|146.92|87|ISLAND|   I|
2018-08-29 13:34:37|146.92|2|ISLAND|   I|
2018-08-29 13:34:37|146.92|100|ISLAND|    |
2018-08-29 13:34:38|146.94|100|ISLAND|    |
2018-08-29 13:34:38|146.94|200|PSX|    |
2018-08-29 13:34:38|146.94|98|AMEX| F I|
2018-08-29 13:34:38|146.94|2|AMEX| F I|
2018-08-29 13:34:38|146.95|100|NYSE| F  |
2018-08-29 13:34:38|146.95|2|ISLAND| F I|
2018-08-29 13:34:39|147.0|1|FINRA|   I|
2018-08-29 13:34:39|146.99|24|NYSE|   I|
